Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Filed Online,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District,Analysis Neighborhood,Supervisor District,Latitude,Longitude,point
2018/10/27 04:15:00 AM,2018/10/27,04:15,2018,Saturday,2018/10/27 02:09:00 PM,73084507023,730845,180815874,183001347,VI,Vehicle Initial,,07023,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",Open or Active,OCEAN AVE \ BRIGHTON AVE,22222000,Taraval,West of Twin Peaks,7,37.723672363378036,-122.45513565981764,"(37.723672363378036, -122.45513565981764)"
2018/10/26 02:00:00 PM,2018/10/26,14:00,2018,Friday,2018/10/27 02:21:00 PM,73085107021,730851,180815915,183002115,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,MENDELL ST \ INNES AVE,20216000,Bayview,Bayview Hunters Point,10,37.73835882193093,-122.38696169297265,"(37.73835882193093, -122.38696169297265)"
2018/10/27 12:00:00 PM,2018/10/27,12:00,2018,Saturday,2018/10/27 03:05:00 PM,73085507025,730855,180816032,183002273,VI,Vehicle Initial,,07025,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Truck",Open or Active,SPEAR ST \ MISSION ST,24555000,Southern,Financial District/South Beach,6,37.792537216359484,-122.39405962490252,"(37.792537216359484, -122.39405962490252)"
2018/10/25 07:30:00 PM,2018/10/25,19:30,2018,Thursday,2018/10/27 03:06:00 PM,73085607021,730856,180816048,183002279,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,FRANCISCO ST \ GRANT AVE,25403000,Central,North Beach,3,37.80529997597126,-122.40852125727498,"(37.80529997597126, -122.40852125727498)"
2018/10/13 12:00:00 PM,2018/10/13,12:00,2018,Saturday,2018/10/27 03:52:00 PM,73086707022,730867,180816139,183002423,VI,Vehicle Initial,,07022,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Bus",Open or Active,AVENUE D \ 09TH TI ST,34071000,Southern,Treasure Island,6,37.82411913273524,-122.372658041869,"(37.82411913273524, -122.372658041869)"
2018/10/27 02:42:00 PM,2018/10/27,14:42,2018,Saturday,2018/10/27 02:42:00 PM,73087107041,730871,180805245,183001229,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,HILL ST \ SANCHEZ ST,25668000,Mission,Noe Valley,8,37.75555614570098,-122.43003800709896,"(37.75555614570098, -122.43003800709896)"
2018/10/21 05:00:00 PM,2018/10/21,17:00,2018,Sunday,2018/10/27 05:10:00 PM,73087707021,730877,180816311,183002764,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,BROADWAY \ LAGUNA ST,26578000,Northern,Pacific Heights,2,37.79489493636311,-122.42998927774914,"(37.79489493636311, -122.42998927774914)"
2018/10/26 05:33:00 PM,2018/10/26,17:33,2018,Friday,2018/10/26 05:33:00 PM,73088507041,730885,180811775,182993100,IS,Initial Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Cite or Arrest Adult,MISSION ST \ 10TH ST,24414000,Southern,South of Market,6,37.77527205930737,-122.4159081801724,"(37.77527205930737, -122.4159081801724)"
2018/10/27 05:00:00 PM,2018/10/27,17:00,2018,Saturday,2018/10/27 06:50:00 PM,73090307021,730903,180816537,183003160,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,LARKIN ST \ PINE ST,25206000,Central,Nob Hill,3,37.78982993383692,-122.4188426535863,"(37.78982993383692, -122.4188426535863)"
2018/10/27 10:30:00 AM,2018/10/27,10:30,2018,Saturday,2018/10/27 04:28:00 PM,73091407021,730914,180816452,183002579,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,VAN NESS AVE \ BROADWAY,26547000,Northern,Russian Hill,2,37.79573710834212,-122.42341305643612,"(37.79573710834212, -122.42341305643612)"
2018/10/27 04:32:00 PM,2018/10/27,16:32,2018,Saturday,2018/10/27 04:35:00 PM,73091507041,730915,180810523,183002601,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Cite or Arrest Adult,AVENUE E \ 13TH TI ST,34106000,Southern,Treasure Island,6,37.82755942994956,-122.37389040520605,"(37.82755942994956, -122.37389040520605)"
2018/10/27 03:00:00 PM,2018/10/27,15:00,2018,Saturday,2018/10/27 03:53:00 PM,73088307041,730883,180738464,,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,,,Out of SF,,,,,
2018/10/27 04:32:00 PM,2018/10/27,16:32,2018,Saturday,2018/10/27 04:34:00 PM,73093607021,730936,180816333,183002601,II,Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Cite or Arrest Adult,AVENUE E \ 13TH TI ST,34106000,Southern,Treasure Island,6,37.82755942994956,-122.37389040520605,"(37.82755942994956, -122.37389040520605)"
2018/10/27 06:00:00 PM,2018/10/27,18:00,2018,Saturday,2018/10/27 09:46:00 PM,73094907020,730949,180816963,183003808,VI,Vehicle Initial,,07020,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen & Recovered",Cite or Arrest Adult,HOLLOWAY AVE \ CARDENAS AVE,23055000,Tenderloin,Lakeshore,7,37.720772800146214,-122.4770208601848,"(37.720772800146214, -122.4770208601848)"
2018/10/27 06:30:00 PM,2018/10/27,18:30,2018,Saturday,2018/10/27 11:55:00 PM,73095307021,730953,180817080,183004382,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,TURK BLVD \ BAKER ST \ TURK ST,26362000,Park,Lone Mountain/USF,2,37.779244029652205,-122.44205331083748,"(37.779244029652205, -122.44205331083748)"
2018/10/26 03:00:00 PM,2018/10/26,15:00,2018,Friday,2018/10/28 01:15:00 AM,73097007023,730970,180817206,183010281,VI,Vehicle Initial,,07023,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",Open or Active,MIRAMAR AVE \ DE MONTFORT AVE,22588000,Taraval,Oceanview/Merced/Ingleside,7,37.72365750967214,-122.45818925771472,"(37.72365750967214, -122.45818925771472)"
2018/10/26 09:00:00 PM,2018/10/26,21:00,2018,Friday,2018/10/27 09:37:00 PM,73097507021,730975,180817002,183003768,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,EUCLID AVE \ PALM AVE,27228000,Richmond,Presidio Heights,2,37.78387431054031,-122.45792281953311,"(37.78387431054031, -122.45792281953311)"
2018/10/28 12:30:00 AM,2018/10/28,00:30,2018,Sunday,2018/10/28 06:12:00 AM,73105707021,731057,180817579,183010864,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,04TH ST \ FOLSOM ST,23938000,Southern,South of Market,6,37.782024266168385,-122.40115971954746,"(37.782024266168385, -122.40115971954746)"
2018/10/27 04:00:00 PM,2018/10/27,16:00,2018,Saturday,2018/10/28 09:06:00 AM,73107707020,731077,180817836,183011196,VI,Vehicle Initial,,07020,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen & Recovered",Open or Active,THRIFT ST \ PLYMOUTH AVE,22204000,Taraval,Oceanview/Merced/Ingleside,11,37.71747731167707,-122.45609424236467,"(37.71747731167707, -122.45609424236467)"
2018/10/27 07:00:00 PM,2018/10/27,19:00,2018,Saturday,2018/10/28 11:36:00 AM,73109507025,731095,180818179,183011677,VI,Vehicle Initial,,07025,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Truck",Open or Active,FULTON ST \ 26TH AVE,27521000,Richmond,Outer Richmond,1,37.77252041890445,-122.48526202590769,"(37.77252041890445, -122.48526202590769)"
2018/10/28 11:17:00 AM,2018/10/28,11:17,2018,Sunday,2018/10/28 11:17:00 AM,73109807041,731098,180798640,183011589,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,BALBOA ST \ 33RD AVE,27846000,Richmond,Outer Richmond,1,37.77591053570043,-122.49304423304089,"(37.77591053570043, -122.49304423304089)"
2018/10/28 11:26:00 AM,2018/10/28,11:26,2018,Sunday,2018/10/28 11:26:00 AM,73112407020,731124,180818276,183011642,VI,Vehicle Initial,,07020,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen & Recovered",Open or Active,HAYES ST \ MARKET ST,30743000,Tenderloin,Tenderloin,6,37.777773070705116,-122.41600949683082,"(37.777773070705116, -122.41600949683082)"
2018/10/25 06:00:00 PM,2018/10/25,18:00,2018,Thursday,2018/10/28 01:26:00 PM,73113007021,731130,180818486,183012104,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,EGBERT AVE \ JENNINGS ST,20453000,Bayview,Bayview Hunters Point,10,37.722657955936725,-122.39260969783655,"(37.722657955936725, -122.39260969783655)"
2018/10/26 09:00:00 PM,2018/10/26,21:00,2018,Friday,2018/10/28 01:33:00 PM,73113207021,731132,180818492,183012122,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,JONES ST \ CALIFORNIA ST,25091000,Central,Nob Hill,3,37.7914164780501,-122.41410730497438,"(37.7914164780501, -122.41410730497438)"
2018/10/27 08:30:00 PM,2018/10/27,20:30,2018,Saturday,2018/10/28 03:01:00 PM,73115607021,731156,180818680,183012388,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,11TH ST \ HARRISON ST,24229000,Southern,Mission,6,37.770629853050906,-122.41247993630192,"(37.770629853050906, -122.41247993630192)"
2018/10/26 11:30:00 PM,2018/10/26,23:30,2018,Friday,2018/10/28 02:49:00 PM,73116007023,731160,180818759,183012355,VI,Vehicle Initial,,07023,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",Open or Active,PARNASSUS AVE \ CLAYTON ST,26401000,Park,Haight Ashbury,5,37.765138733526435,-122.44763462981766,"(37.765138733526435, -122.44763462981766)"
2018/10/28 08:51:00 AM,2018/10/28,08:51,2018,Sunday,2018/10/28 03:29:00 PM,73117107021,731171,180818828,183012044,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,BRANNAN ST \ 09TH ST,23881000,Southern,South of Market,6,37.77004977136961,-122.40700149161678,"(37.77004977136961, -122.40700149161678)"
